0,1,2,3,4,5,6,7,8,9,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed,rise
"RT @DellAyuda: 🏎️ Liberar espacio en el #DiscoDuro puede aumentar el rendimiento del sistema.
📽️ Mira y aprende cómo.
Haz clic para obtene…;",,,,,,,,,, liberar espacio en el discoduro puede aumentar el rendimiento del sistema mira y aprende c mo haz clic para obtene ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,116,20, liberar espacio en el discoduro puede aumentar el rendimiento del sistema mira y aprende c mo haz clic para obtene ,"['', 'liberar', 'espacio', 'en', 'el', 'discoduro', 'puede', 'aumentar', 'el', 'rendimiento', 'del', 'sistema', 'mira', 'y', 'aprende', 'c', 'mo', 'haz', 'clic', 'para', 'obtene', '']","['', 'liberar', 'espacio', 'en', 'el', 'discoduro', 'puede', 'aumentar', 'el', 'rendimiento', 'del', 'sistema', 'mira', 'aprende', 'c', 'mo', 'haz', 'clic', 'para', 'obtene', '']","['', 'liberar', 'espacio', 'en', 'el', 'discoduro', 'pued', 'aumentar', 'el', 'rendimiento', 'del', 'sistema', 'mira', 'aprend', 'c', 'mo', 'haz', 'clic', 'para', 'obten', '']",1
Remote working has exacerbated the risk of an email data breach even more for Microsoft users, with 67% of IT leade… https://t.co/TT40Ysm2Ob;,,,,,,,,,remote working has exacerbated the risk of an email data breach even more for microsoft users,0.2,0.35,negative,,,,,93,16,remote working has exacerbated the risk of an email data breach even more for microsoft users,"['remote', 'working', 'has', 'exacerbated', 'the', 'risk', 'of', 'an', 'email', 'data', 'breach', 'even', 'more', 'for', 'microsoft', 'users']","['remote', 'working', 'exacerbated', 'risk', 'email', 'data', 'breach', 'even', 'microsoft', 'users']","['remot', 'work', 'exacerb', 'risk', 'email', 'data', 'breach', 'even', 'microsoft', 'user']",1
"RT @naomirwolf: @redsteeze Who funds EcoHealth Alliance, vehicle for Fauci's funding? Bill and Melinda Gates Fdn; ALSO INVESTED IN MODERNA,…;",,,,,,,,,, redsteeze who funds ecohealth alliance vehicle for fauci s funding bill and melinda gates fdn also invested in moderna ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,120,19, redsteeze who funds ecohealth alliance vehicle for fauci s funding bill and melinda gates fdn also invested in moderna ,"['', 'redsteeze', 'who', 'funds', 'ecohealth', 'alliance', 'vehicle', 'for', 'fauci', 's', 'funding', 'bill', 'and', 'melinda', 'gates', 'fdn', 'also', 'invested', 'in', 'moderna', '']","['', 'redsteeze', 'funds', 'ecohealth', 'alliance', 'vehicle', 'fauci', 'funding', 'bill', 'melinda', 'gates', 'fdn', 'also', 'invested', 'moderna', '']","['', 'redsteez', 'fund', 'ecohealth', 'allianc', 'vehicl', 'fauci', 'fund', 'bill', 'melinda', 'gate', 'fdn', 'also', 'invest', 'moderna', '']",1
RT @lilaltoidfyb: i matched with this girl on tinder and when i got to her house i saw she had a trump 2020 poster by her windows, i left h…;,,,,,,,,, i matched with this girl on tinder and when i got to her house i saw she had a trump 2020 poster by her windows,0.0,0.0,neutral,0.0,1.0,0.0,0.0,112,25, i matched with this girl on tinder and when i got to her house i saw she had a trump 22 poster by her windows,"['', 'i', 'matched', 'with', 'this', 'girl', 'on', 'tinder', 'and', 'when', 'i', 'got', 'to', 'her', 'house', 'i', 'saw', 'she', 'had', 'a', 'trump', '22', 'poster', 'by', 'her', 'windows']","['', 'matched', 'girl', 'tinder', 'got', 'house', 'saw', 'trump', '22', 'poster', 'windows']","['', 'match', 'girl', 'tinder', 'got', 'hous', 'saw', 'trump', '22', 'poster', 'window']",1
@Laurie_Garrett @Microsoft https://t.co/ow0wJQ97dm still works.;,,,,,,,,,, laurie garrett microsoft https t co ow0wjq97dm still works ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,60,9, laurie garrett microsoft https t co owwjq7dm still works ,"['', 'laurie', 'garrett', 'microsoft', 'https', 't', 'co', 'owwjq7dm', 'still', 'works', '']","['', 'laurie', 'garrett', 'microsoft', 'https', 'co', 'owwjq7dm', 'still', 'works', '']","['', 'lauri', 'garrett', 'microsoft', 'http', 'co', 'owwjq7dm', 'still', 'work', '']",1
RT @SteveSyfuhs: Whoa, just learned we open-sourced WIL, an incredibly powerful library that makes calling into older Windows APIs super ea…;,,,,,,,, whoa,0.0,0.0,neutral,0.0,1.0,0.0,0.0,5,1, whoa,"['', 'whoa']","['', 'whoa']","['', 'whoa']",1
Microsoft annonce Microsoft Cloud pour la vente au détail https://t.co/ottYiGUXRY;,,,,,,,,,,microsoft annonce microsoft cloud pour la vente au d tail https t co ottyiguxry ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,80,14,microsoft annonce microsoft cloud pour la vente au d tail https t co ottyiguxry ,"['microsoft', 'annonce', 'microsoft', 'cloud', 'pour', 'la', 'vente', 'au', 'd', 'tail', 'https', 't', 'co', 'ottyiguxry', '']","['microsoft', 'annonce', 'microsoft', 'cloud', 'pour', 'la', 'vente', 'au', 'tail', 'https', 'co', 'ottyiguxry', '']","['microsoft', 'annonc', 'microsoft', 'cloud', 'pour', 'la', 'vent', 'au', 'tail', 'http', 'co', 'ottyiguxri', '']",0
@MicrosoftHelps I have a Microsoft rewards problem I have a ticket but it’s been 24 hours since anybody has said anything.;,,,,,,,,,, microsofthelps i have a microsoft rewards problem i have a ticket but it s been 24 hours since anybody has said anything ,0.0,0.0,positive,,,,,122,22, microsofthelps i have a microsoft rewards problem i have a ticket but it s been 24 hours since anybody has said anything ,"['', 'microsofthelps', 'i', 'have', 'a', 'microsoft', 'rewards', 'problem', 'i', 'have', 'a', 'ticket', 'but', 'it', 's', 'been', '24', 'hours', 'since', 'anybody', 'has', 'said', 'anything', '']","['', 'microsofthelps', 'microsoft', 'rewards', 'problem', 'ticket', '24', 'hours', 'since', 'anybody', 'said', 'anything', '']","['', 'microsofthelp', 'microsoft', 'reward', 'problem', 'ticket', '24', 'hour', 'sinc', 'anybodi', 'said', 'anyth', '']",0
@Vlanco You just make trifold brochures in Microsoft Publisher 2000 all day;,,,,,,,,,, vlanco you just make trifold brochures in microsoft publisher 2000 all day ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,76,12, vlanco you just make trifold brochures in microsoft publisher 2 all day ,"['', 'vlanco', 'you', 'just', 'make', 'trifold', 'brochures', 'in', 'microsoft', 'publisher', '2', 'all', 'day', '']","['', 'vlanco', 'make', 'trifold', 'brochures', 'microsoft', 'publisher', '2', 'day', '']","['', 'vlanco', 'make', 'trifold', 'brochur', 'microsoft', 'publish', '2', 'day', '']",0
@IdleSloth84 If Microsoft was smart which I think they are, Half life Alyx and valve index on Xbox series X is a mu… https://t.co/qFjGPkryX5;,,,,,,,,, idlesloth84 if microsoft was smart which i think they are,0.21428571428571427,0.6428571428571429,positive,,,,,58,10, idlesloth84 if microsoft was smart which i think they are,"['', 'idlesloth84', 'if', 'microsoft', 'was', 'smart', 'which', 'i', 'think', 'they', 'are']","['', 'idlesloth84', 'microsoft', 'smart', 'think']","['', 'idlesloth84', 'microsoft', 'smart', 'think']",0
@shaunlabrie Why do you downplay sales? We all  know Microsoft don't report how many consoles or games they sold si… https://t.co/I5M79keBsa;,,,,,,,,,, shaunlabrie why do you downplay sales we all know microsoft don t report how many consoles or games they sold si https t co i5m79kebsa ,0.5,0.5,neutral,0.0,1.0,0.0,0.0,136,25, shaunlabrie why do you downplay sales we all know microsoft don t report how many consoles or games they sold si https t co i5m7kebsa ,"['', 'shaunlabrie', 'why', 'do', 'you', 'downplay', 'sales', 'we', 'all', 'know', 'microsoft', 'don', 't', 'report', 'how', 'many', 'consoles', 'or', 'games', 'they', 'sold', 'si', 'https', 't', 'co', 'i5m7kebsa', '']","['', 'shaunlabrie', 'downplay', 'sales', 'know', 'microsoft', 'report', 'many', 'consoles', 'games', 'sold', 'si', 'https', 'co', 'i5m7kebsa', '']","['', 'shaunlabri', 'downplay', 'sale', 'know', 'microsoft', 'report', 'mani', 'consol', 'game', 'sold', 'si', 'http', 'co', 'i5m7kebsa', '']",0
RT @dosnostalgic: Microsoft 3D Movie Maker (Windows 9x, 1995) #NotDOS https://t.co/E9MLfSVvFi;,,,,,,,,, microsoft 3d movie maker windows 9x,0.0,0.0,neutral,0.0,1.0,0.0,0.0,36,6, microsoft 3d movie maker windows x,"['', 'microsoft', '3d', 'movie', 'maker', 'windows', 'x']","['', 'microsoft', '3d', 'movie', 'maker', 'windows', 'x']","['', 'microsoft', '3d', 'movi', 'maker', 'window', 'x']",0
RT @dosnostalgic: Microsoft 3D Movie Maker (Windows 9x, 1995) #NotDOS https://t.co/E9MLfSVvFi;,,,,,,,,, microsoft 3d movie maker windows 9x,0.0,0.0,neutral,0.0,1.0,0.0,0.0,36,6, microsoft 3d movie maker windows x,"['', 'microsoft', '3d', 'movie', 'maker', 'windows', 'x']","['', 'microsoft', '3d', 'movie', 'maker', 'windows', 'x']","['', 'microsoft', '3d', 'movi', 'maker', 'window', 'x']",0
RT @tobiefysh: Skype for Business Server 2015 and 2019 Remote Code Execution CU out today. https://t.co/dPNQL3MeKe with a bonus SfB Server…;,,,,,,,,,, skype for business server 2015 and 2019 remote code execution cu out today https t co dpnql3meke with a bonus sfb server ,-0.1,0.2,positive,,,,,122,22, skype for business server 215 and 21 remote code execution cu out today https t co dpnql3meke with a bonus sfb server ,"['', 'skype', 'for', 'business', 'server', '215', 'and', '21', 'remote', 'code', 'execution', 'cu', 'out', 'today', 'https', 't', 'co', 'dpnql3meke', 'with', 'a', 'bonus', 'sfb', 'server', '']","['', 'skype', 'business', 'server', '215', '21', 'remote', 'code', 'execution', 'cu', 'today', 'https', 'co', 'dpnql3meke', 'bonus', 'sfb', 'server', '']","['', 'skype', 'busi', 'server', '215', '21', 'remot', 'code', 'execut', 'cu', 'today', 'http', 'co', 'dpnql3meke', 'bonu', 'sfb', 'server', '']",0
@BradSmi @Microsoft Wow!!! That's totally Epic.  We are doing something epic in STEM for black and brown children.… https://t.co/REBDNlncCk;,,,,,,,,,, bradsmi microsoft wow that s totally epic we are doing something epic in stem for black and brown children https t co rebdnlncck ,0.03333333333333335,0.5583333333333333,positive,,,,,130,23, bradsmi microsoft wow that s totally epic we are doing something epic in stem for black and brown children https t co rebdnlncck ,"['', 'bradsmi', 'microsoft', 'wow', 'that', 's', 'totally', 'epic', 'we', 'are', 'doing', 'something', 'epic', 'in', 'stem', 'for', 'black', 'and', 'brown', 'children', 'https', 't', 'co', 'rebdnlncck', '']","['', 'bradsmi', 'microsoft', 'wow', 'totally', 'epic', 'something', 'epic', 'stem', 'black', 'brown', 'children', 'https', 'co', 'rebdnlncck', '']","['', 'bradsmi', 'microsoft', 'wow', 'total', 'epic', 'someth', 'epic', 'stem', 'black', 'brown', 'children', 'http', 'co', 'rebdnlncck', '']",0
RT @KirstyMcGrath13: Kicking off now!! Join me at  You don’t know what you don’t know in Word! https://t.co/lJhy7I7t2u https://t.co/m2zh1JT…;,,,,,,,,,, kicking off now join me at you don t know what you don t know in word https t co ljhy7i7t2u https t co m2zh1jt ,0.0,0.0,positive,,,,,112,25, kicking off now join me at you don t know what you don t know in word https t co ljhy7i7t2u https t co m2zh1jt ,"['', 'kicking', 'off', 'now', 'join', 'me', 'at', 'you', 'don', 't', 'know', 'what', 'you', 'don', 't', 'know', 'in', 'word', 'https', 't', 'co', 'ljhy7i7t2u', 'https', 't', 'co', 'm2zh1jt', '']","['', 'kicking', 'join', 'know', 'know', 'word', 'https', 'co', 'ljhy7i7t2u', 'https', 'co', 'm2zh1jt', '']","['', 'kick', 'join', 'know', 'know', 'word', 'http', 'co', 'ljhy7i7t2u', 'http', 'co', 'm2zh1jt', '']",0
"Wenn #outlook die Tage mal nur noch eine Zeile aller Mails anzeigt, einfach ""C:\Program Files\Common Files\microsof… https://t.co/aChi5yRnaj;",,,,,,,,,,wenn outlook die tage mal nur noch eine zeile aller mails anzeigt einfach c program files common files microsof https t co achi5yrnaj ,-0.3,0.5,negative,,,,,134,23,wenn outlook die tage mal nur noch eine zeile aller mails anzeigt einfach c program files common files microsof https t co achi5yrnaj ,"['wenn', 'outlook', 'die', 'tage', 'mal', 'nur', 'noch', 'eine', 'zeile', 'aller', 'mails', 'anzeigt', 'einfach', 'c', 'program', 'files', 'common', 'files', 'microsof', 'https', 't', 'co', 'achi5yrnaj', '']","['wenn', 'outlook', 'die', 'tage', 'mal', 'nur', 'noch', 'eine', 'zeile', 'aller', 'mails', 'anzeigt', 'einfach', 'c', 'program', 'files', 'common', 'files', 'microsof', 'https', 'co', 'achi5yrnaj', '']","['wenn', 'outlook', 'die', 'tage', 'mal', 'nur', 'noch', 'ein', 'zeil', 'aller', 'mail', 'anzeigt', 'einfach', 'c', 'program', 'file', 'common', 'file', 'microsof', 'http', 'co', 'achi5yrnaj', '']",0
Change Can Be Hard ... Let's Make It Easier! Upgrading to Microsoft (Office) 365? Does your team need to be more pr… https://t.co/l4RpY0rW0u;,,,,,,,,,,change can be hard let s make it easier upgrading to microsoft office 365 does your team need to be more pr https t co l4rpy0rw0u ,0.10416666666666666,0.5208333333333333,positive,,,,,130,26,change can be hard let s make it easier upgrading to microsoft office 365 does your team need to be more pr https t co l4rpyrwu ,"['change', 'can', 'be', 'hard', 'let', 's', 'make', 'it', 'easier', 'upgrading', 'to', 'microsoft', 'office', '365', 'does', 'your', 'team', 'need', 'to', 'be', 'more', 'pr', 'https', 't', 'co', 'l4rpyrwu', '']","['change', 'hard', 'let', 'make', 'easier', 'upgrading', 'microsoft', 'office', '365', 'team', 'need', 'pr', 'https', 'co', 'l4rpyrwu', '']","['chang', 'hard', 'let', 'make', 'easier', 'upgrad', 'microsoft', 'offic', '365', 'team', 'need', 'pr', 'http', 'co', 'l4rpyrwu', '']",0
"Microsoft messes up AGAIN!
https://t.co/hyL21dN4P1;",,,,,,,,,,microsoft messes up again https t co hyl21dn4p1 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,48,8,microsoft messes up again https t co hyl21dn4p1 ,"['microsoft', 'messes', 'up', 'again', 'https', 't', 'co', 'hyl21dn4p1', '']","['microsoft', 'messes', 'https', 'co', 'hyl21dn4p1', '']","['microsoft', 'mess', 'http', 'co', 'hyl21dn4p1', '']",0
"Dellの診断ツールがウィルス級にヤバくて既に公式がアンインストールを推奨し、レジストリ削除の動画も公開しているが何をどうやっても消えない
という罠にハマり、DellのUSB回復ツールは捨ててMicrosoftさんから初期化しつ… https://t.co/7FtpnU7A5Z;",,,,,,,,,,dell dell usb microsoft https t co 7ftpnu7a5z ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,46,8,dell dell usb microsoft https t co 7ftpnu7a5z ,"['dell', 'dell', 'usb', 'microsoft', 'https', 't', 'co', '7ftpnu7a5z', '']","['dell', 'dell', 'usb', 'microsoft', 'https', 'co', '7ftpnu7a5z', '']","['dell', 'dell', 'usb', 'microsoft', 'http', 'co', '7ftpnu7a5z', '']",0
@Sazul17 Opera GXZZZzzzz Microsoft EdgeGOD;,,,,,,,,,, sazul17 opera gxzzzzzzz microsoft edgegod ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,43,5, sazul17 opera gxzzzzzzz microsoft edgegod ,"['', 'sazul17', 'opera', 'gxzzzzzzz', 'microsoft', 'edgegod', '']","['', 'sazul17', 'opera', 'gxzzzzzzz', 'microsoft', 'edgegod', '']","['', 'sazul17', 'opera', 'gxzzzzzzz', 'microsoft', 'edgegod', '']",0
RT @dosnostalgic: Microsoft 3D Movie Maker (Windows 9x, 1995) #NotDOS https://t.co/E9MLfSVvFi;,,,,,,,,, microsoft 3d movie maker windows 9x,0.0,0.0,neutral,0.0,1.0,0.0,0.0,36,6, microsoft 3d movie maker windows x,"['', 'microsoft', '3d', 'movie', 'maker', 'windows', 'x']","['', 'microsoft', '3d', 'movie', 'maker', 'windows', 'x']","['', 'microsoft', '3d', 'movi', 'maker', 'window', 'x']",0
Microsoft's May 2021 Patch Tuesday: 55 flaws fixed, four critical https://t.co/wX4I4mAM1r;,,,,,,,,,microsoft s may 2021 patch tuesday 55 flaws fixed,0.1,0.2,neutral,0.0,1.0,0.0,0.0,49,9,microsoft s may 221 patch tuesday 55 flaws fixed,"['microsoft', 's', 'may', '221', 'patch', 'tuesday', '55', 'flaws', 'fixed']","['microsoft', 'may', '221', 'patch', 'tuesday', '55', 'flaws', 'fixed']","['microsoft', 'may', '221', 'patch', 'tuesday', '55', 'flaw', 'fix']",0
RT @TK42165918431: Check out patent 06 06 06 by Microsoft for auto crypto rewards for correct behaviour as reported by in body sensors wron…;,,,,,,,,,, check out patent 06 06 06 by microsoft for auto crypto rewards for correct behaviour as reported by in body sensors wron ,0.0,0.0,positive,,,,,122,22, check out patent 6 6 6 by microsoft for auto crypto rewards for correct behaviour as reported by in body sensors wron ,"['', 'check', 'out', 'patent', '6', '6', '6', 'by', 'microsoft', 'for', 'auto', 'crypto', 'rewards', 'for', 'correct', 'behaviour', 'as', 'reported', 'by', 'in', 'body', 'sensors', 'wron', '']","['', 'check', 'patent', '6', '6', '6', 'microsoft', 'auto', 'crypto', 'rewards', 'correct', 'behaviour', 'reported', 'body', 'sensors', 'wron', '']","['', 'check', 'patent', '6', '6', '6', 'microsoft', 'auto', 'crypto', 'reward', 'correct', 'behaviour', 'report', 'bodi', 'sensor', 'wron', '']",0
Tá bom professora de estatística eu já entendi que você é fluente em italiano mas será que agora você poderia parar… https://t.co/QbB9IlyxP4;,,,,,,,,,,t bom professora de estat stica eu j entendi que voc fluente em italiano mas ser que agora voc poderia parar https t co qbb9ilyxp4 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,131,25,t bom professora de estat stica eu j entendi que voc fluente em italiano mas ser que agora voc poderia parar https t co qbbilyxp4 ,"['t', 'bom', 'professora', 'de', 'estat', 'stica', 'eu', 'j', 'entendi', 'que', 'voc', 'fluente', 'em', 'italiano', 'mas', 'ser', 'que', 'agora', 'voc', 'poderia', 'parar', 'https', 't', 'co', 'qbbilyxp4', '']","['bom', 'professora', 'de', 'estat', 'stica', 'eu', 'j', 'entendi', 'que', 'voc', 'fluente', 'em', 'italiano', 'mas', 'ser', 'que', 'agora', 'voc', 'poderia', 'parar', 'https', 'co', 'qbbilyxp4', '']","['bom', 'professora', 'de', 'estat', 'stica', 'eu', 'j', 'entendi', 'que', 'voc', 'fluent', 'em', 'italiano', 'ma', 'ser', 'que', 'agora', 'voc', 'poderia', 'parar', 'http', 'co', 'qbbilyxp4', '']",0
RT @nicoleperlroth: Interesting forensic finding on Colonial Pipeline: They were STILL using a vulnerable version of Microsoft Exchange (th…;,,,,,,,,,, interesting forensic finding on colonial pipeline they were still using a vulnerable version of microsoft exchange th ,0.0,0.5,positive,,,,,119,17, interesting forensic finding on colonial pipeline they were still using a vulnerable version of microsoft exchange th ,"['', 'interesting', 'forensic', 'finding', 'on', 'colonial', 'pipeline', 'they', 'were', 'still', 'using', 'a', 'vulnerable', 'version', 'of', 'microsoft', 'exchange', 'th', '']","['', 'interesting', 'forensic', 'finding', 'colonial', 'pipeline', 'still', 'using', 'vulnerable', 'version', 'microsoft', 'exchange', 'th', '']","['', 'interest', 'forens', 'find', 'coloni', 'pipelin', 'still', 'use', 'vulner', 'version', 'microsoft', 'exchang', 'th', '']",0
RT @dustinfalgout: This is a map of America’s broadband problem https://t.co/6FXQrCTMyY via @Verge;,,,,,,,,,, this is a map of america s broadband problem https t co 6fxqrctmyy via verge ,0.0,0.0,negative,,,,,78,15, this is a map of america s broadband problem https t co 6fxqrctmyy via verge ,"['', 'this', 'is', 'a', 'map', 'of', 'america', 's', 'broadband', 'problem', 'https', 't', 'co', '6fxqrctmyy', 'via', 'verge', '']","['', 'map', 'america', 'broadband', 'problem', 'https', 'co', '6fxqrctmyy', 'via', 'verge', '']","['', 'map', 'america', 'broadband', 'problem', 'http', 'co', '6fxqrctmyy', 'via', 'verg', '']",0
"え、知らん人もいるのか。そか。
私、これのMicrosoftの資格持ってたわ🤣 https://t.co/B8PE0udjZ2;",,,,,,,,,, microsoft https t co b8pe0udjz2 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,33,5, microsoft https t co b8peudjz2 ,"['', 'microsoft', 'https', 't', 'co', 'b8peudjz2', '']","['', 'microsoft', 'https', 'co', 'b8peudjz2', '']","['', 'microsoft', 'http', 'co', 'b8peudjz2', '']",0
"Microsoft are retiring the Software Assurance Training Voucher (SATV) benefit. 
Visit our website for more details… https://t.co/4JFzY758EQ;",,,,,,,,,,microsoft are retiring the software assurance training voucher satv benefit visit our website for more details https t co 4jfzy758eq ,0.5,0.5,positive,,,,,133,20,microsoft are retiring the software assurance training voucher satv benefit visit our website for more details https t co 4jfzy758eq ,"['microsoft', 'are', 'retiring', 'the', 'software', 'assurance', 'training', 'voucher', 'satv', 'benefit', 'visit', 'our', 'website', 'for', 'more', 'details', 'https', 't', 'co', '4jfzy758eq', '']","['microsoft', 'retiring', 'software', 'assurance', 'training', 'voucher', 'satv', 'benefit', 'visit', 'website', 'details', 'https', 'co', '4jfzy758eq', '']","['microsoft', 'retir', 'softwar', 'assur', 'train', 'voucher', 'satv', 'benefit', 'visit', 'websit', 'detail', 'http', 'co', '4jfzy758eq', '']",0
@ORAANGESUNN tem ke te adiciona como amgo na conta da microsoft;,,,,,,,,,, oraangesunn tem ke te adiciona como amgo na conta da microsoft ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,64,11, oraangesunn tem ke te adiciona como amgo na conta da microsoft ,"['', 'oraangesunn', 'tem', 'ke', 'te', 'adiciona', 'como', 'amgo', 'na', 'conta', 'da', 'microsoft', '']","['', 'oraangesunn', 'tem', 'ke', 'te', 'adiciona', 'como', 'amgo', 'na', 'conta', 'da', 'microsoft', '']","['', 'oraangesunn', 'tem', 'ke', 'te', 'adiciona', 'como', 'amgo', 'na', 'conta', 'da', 'microsoft', '']",0
Live w/US Microsoft EDU---Episode 16 https://t.co/LP7yPZWXqa;,,,,,,,,,,live w us microsoft edu episode 16 https t co lp7ypzwxqa ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0,57,11,live w us microsoft edu episode 16 https t co lp7ypzwxqa ,"['live', 'w', 'us', 'microsoft', 'edu', 'episode', '16', 'https', 't', 'co', 'lp7ypzwxqa', '']","['live', 'w', 'us', 'microsoft', 'edu', 'episode', '16', 'https', 'co', 'lp7ypzwxqa', '']","['live', 'w', 'us', 'microsoft', 'edu', 'episod', '16', 'http', 'co', 'lp7ypzwxqa', '']",0
Live w/US Microsoft EDU---Episode 16 https://t.co/2SPY0d98tX;,,,,,,,,,,live w us microsoft edu episode 16 https t co 2spy0d98tx ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0,57,11,live w us microsoft edu episode 16 https t co 2spyd8tx ,"['live', 'w', 'us', 'microsoft', 'edu', 'episode', '16', 'https', 't', 'co', '2spyd8tx', '']","['live', 'w', 'us', 'microsoft', 'edu', 'episode', '16', 'https', 'co', '2spyd8tx', '']","['live', 'w', 'us', 'microsoft', 'edu', 'episod', '16', 'http', 'co', '2spyd8tx', '']",0
Kicking off now!! Join me at  You don’t know what you don’t know in Word! https://t.co/lJhy7I7t2u https://t.co/m2zh1JTVs2;,,,,,,,,,,kicking off now join me at you don t know what you don t know in word https t co ljhy7i7t2u https t co m2zh1jtvs2 ,0.0,0.0,positive,,,,,114,25,kicking off now join me at you don t know what you don t know in word https t co ljhy7i7t2u https t co m2zh1jtvs2 ,"['kicking', 'off', 'now', 'join', 'me', 'at', 'you', 'don', 't', 'know', 'what', 'you', 'don', 't', 'know', 'in', 'word', 'https', 't', 'co', 'ljhy7i7t2u', 'https', 't', 'co', 'm2zh1jtvs2', '']","['kicking', 'join', 'know', 'know', 'word', 'https', 'co', 'ljhy7i7t2u', 'https', 'co', 'm2zh1jtvs2', '']","['kick', 'join', 'know', 'know', 'word', 'http', 'co', 'ljhy7i7t2u', 'http', 'co', 'm2zh1jtvs2', '']",0
@KanyeSatoko @jonylj20 It seems that if they want a pirate simulator but that is not from microsoft hahaha;,,,,,,,,,, kanyesatoko jonylj20 it seems that if they want a pirate simulator but that is not from microsoft hahaha ,0.2,0.4,negative,,,,,106,18, kanyesatoko jonylj2 it seems that if they want a pirate simulator but that is not from microsoft hahaha ,"['', 'kanyesatoko', 'jonylj2', 'it', 'seems', 'that', 'if', 'they', 'want', 'a', 'pirate', 'simulator', 'but', 'that', 'is', 'not', 'from', 'microsoft', 'hahaha', '']","['', 'kanyesatoko', 'jonylj2', 'seems', 'want', 'pirate', 'simulator', 'microsoft', 'hahaha', '']","['', 'kanyesatoko', 'jonylj2', 'seem', 'want', 'pirat', 'simul', 'microsoft', 'hahaha', '']",0
from tomorrow I dedicate myself completely to microsoft;,,,,,,,,,,from tomorrow i dedicate myself completely to microsoft ,0.1,0.4,neutral,0.0,1.0,0.0,0.0,56,8,from tomorrow i dedicate myself completely to microsoft ,"['from', 'tomorrow', 'i', 'dedicate', 'myself', 'completely', 'to', 'microsoft', '']","['tomorrow', 'dedicate', 'completely', 'microsoft', '']","['tomorrow', 'dedic', 'complet', 'microsoft', '']",0
RT @iDropNews: We're giving away a FREE Xbox Series X in August! Follow the link and enter to earn your chances to win! (ARV: $499.99) http…;,,,,,,,,,, we re giving away a free xbox series x in august follow the link and enter to earn your chances to win arv 499 99 http ,0.6000000000000001,0.6000000000000001,positive,,,,,120,26, we re giving away a free xbox series x in august follow the link and enter to earn your chances to win arv 4  http ,"['', 'we', 're', 'giving', 'away', 'a', 'free', 'xbox', 'series', 'x', 'in', 'august', 'follow', 'the', 'link', 'and', 'enter', 'to', 'earn', 'your', 'chances', 'to', 'win', 'arv', '4', 'http', '']","['', 'giving', 'away', 'free', 'xbox', 'series', 'x', 'august', 'follow', 'link', 'enter', 'earn', 'chances', 'win', 'arv', '4', 'http', '']","['', 'give', 'away', 'free', 'xbox', 'seri', 'x', 'august', 'follow', 'link', 'enter', 'earn', 'chanc', 'win', 'arv', '4', 'http', '']",0
https://t.co/EmTkrlbc2S;,,,,,,,,,,https t co emtkrlbc2s ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,22,4,https t co emtkrlbc2s ,"['https', 't', 'co', 'emtkrlbc2s', '']","['https', 'co', 'emtkrlbc2s', '']","['http', 'co', 'emtkrlbc2', '']",0
RT @TalosSecurity: Microsoft's security update for this month included three critical vulnerabilities. Make sure your products are updated…;,,,,,,,,,, microsoft s security update for this month included three critical vulnerabilities make sure your products are updated ,0.25,0.8444444444444444,positive,,,,,120,17, microsoft s security update for this month included three critical vulnerabilities make sure your products are updated ,"['', 'microsoft', 's', 'security', 'update', 'for', 'this', 'month', 'included', 'three', 'critical', 'vulnerabilities', 'make', 'sure', 'your', 'products', 'are', 'updated', '']","['', 'microsoft', 'security', 'update', 'month', 'included', 'three', 'critical', 'vulnerabilities', 'make', 'sure', 'products', 'updated', '']","['', 'microsoft', 'secur', 'updat', 'month', 'includ', 'three', 'critic', 'vulner', 'make', 'sure', 'product', 'updat', '']",0
"Google Search seems like a good product. But I wonder why Microsoft won’t just copy it?
They don’t own any of the content. No moat...;",,,,,,,,,,google search seems like a good product but i wonder why microsoft won t just copy it they don t own any of the content no moat ,0.6499999999999999,0.8,positive,,,,,128,27,google search seems like a good product but i wonder why microsoft won t just copy it they don t own any of the content no moat ,"['google', 'search', 'seems', 'like', 'a', 'good', 'product', 'but', 'i', 'wonder', 'why', 'microsoft', 'won', 't', 'just', 'copy', 'it', 'they', 'don', 't', 'own', 'any', 'of', 'the', 'content', 'no', 'moat', '']","['google', 'search', 'seems', 'like', 'good', 'product', 'wonder', 'microsoft', 'copy', 'content', 'moat', '']","['googl', 'search', 'seem', 'like', 'good', 'product', 'wonder', 'microsoft', 'copi', 'content', 'moat', '']",0
